word,score,softmax,sentiment
agency,0.9641,"[0.0206, 0.9641, 0.0154]",Neutral
new,0.9169,"[0.0698, 0.9169, 0.0134]",Neutral
กางเกงกีฬาขาสั้น,0.9462,"[0.0462, 0.9462, 0.0076]",Neutral
ลดสูงสุดเหลือ,0.8236,"[0.1642, 0.8236, 0.0122]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
get,0.835,"[0.1448, 0.835, 0.0202]",Neutral
allied,0.9164,"[0.0463, 0.9164, 0.0373]",Neutral
prices,0.9506,"[0.0319, 0.9506, 0.0175]",Neutral
shoe,0.9298,"[0.0466, 0.9298, 0.0236]",Neutral
cliff,0.9122,"[0.0678, 0.9122, 0.02]",Neutral
เกาหลีเกาใจสุดฯ,0.8618,"[0.8618, 0.1201, 0.0181]",Positive
ลดหนักมาก,0.5456,"[0.3639, 0.5456, 0.0905]",Neutral
รีบเลยเดียวหมด,0.7546,"[0.2172, 0.7546, 0.0282]",Neutral
showed,0.9262,"[0.0459, 0.9262, 0.0279]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
ลุ้นเป็นฺใน,0.8687,"[0.1203, 0.8687, 0.011]",Neutral
lucky,0.9157,"[0.0755, 0.9157, 0.0088]",Neutral
fan,0.9441,"[0.0426, 0.9441, 0.0133]",Neutral
พฤษภาคม,0.9536,"[0.0406, 0.9536, 0.0058]",Neutral
esailam,0.9269,"[0.0579, 0.9269, 0.0153]",Neutral
sangdad,0.9155,"[0.0721, 0.9155, 0.0124]",Neutral
home,0.9166,"[0.0661, 0.9166, 0.0173]",Neutral
studio,0.9277,"[0.0612, 0.9277, 0.011]",Neutral
กางเกงยีนส์,0.9505,"[0.0424, 0.9505, 0.0071]",Neutral
คอลใหม่,0.9318,"[0.0593, 0.9318, 0.0089]",Neutral
sensibly,0.9402,"[0.0429, 0.9402, 0.017]",Neutral
จัดโปรลด,0.8832,"[0.105, 0.8832, 0.0118]",Neutral
คอลไทม,0.9151,"[0.0735, 0.9151, 0.0113]",Neutral
animate,0.9396,"[0.0521, 0.9396, 0.0083]",Neutral
fixed,0.949,"[0.023, 0.949, 0.028]",Neutral
art,0.9139,"[0.0679, 0.9139, 0.0183]",Neutral
character,0.9195,"[0.0468, 0.9195, 0.0338]",Neutral
smart,0.937,"[0.0489, 0.937, 0.0141]",Neutral
ออกโปข้างนอกหมดกังวล,0.6451,"[0.1394, 0.6451, 0.2155]",Neutral
ไม่กลัวฝูนติดผ้า,0.4466,"[0.1225, 0.4309, 0.4466]",Negative
ผ้าสะอาค,0.8326,"[0.1391, 0.8326, 0.0283]",Neutral
ทอมไร้ฝุน,0.6188,"[0.0252, 0.6188, 0.356]",Neutral
smart,0.937,"[0.0489, 0.937, 0.0141]",Neutral
เปิดบัญชี,0.9456,"[0.0437, 0.9456, 0.0107]",Neutral
navvy,0.9314,"[0.0543, 0.9314, 0.0143]",Neutral
ขั้นตอน,0.9484,"[0.0386, 0.9484, 0.013]",Neutral
keep,0.8776,"[0.0952, 0.8776, 0.0272]",Neutral
ไม่ต้อง,0.8219,"[0.0775, 0.8219, 0.1006]",Neutral
กู้นอกระบบ,0.8688,"[0.0282, 0.8688, 0.103]",Neutral
มายืม,0.8917,"[0.0878, 0.8917, 0.0205]",Neutral
line,0.967,"[0.025, 0.967, 0.0079]",Neutral
ดีกว่า,0.5798,"[0.0854, 0.5798, 0.3348]",Neutral
รายได้,0.9208,"[0.0465, 0.9208, 0.0327]",Neutral
บาทท์ยืมได้,0.8846,"[0.087, 0.8846, 0.0284]",Neutral
flash,0.9383,"[0.0459, 0.9383, 0.0158]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
เวลาติดจอ,0.8385,"[0.1042, 0.8385, 0.0573]",Neutral
ให้เป็น,0.9306,"[0.0479, 0.9306, 0.0214]",Neutral
รายได้,0.9208,"[0.0465, 0.9208, 0.0327]",Neutral
new,0.9169,"[0.0698, 0.9169, 0.0134]",Neutral
gen,0.9645,"[0.0278, 0.9645, 0.0077]",Neutral
จอย,0.9179,"[0.0772, 0.9179, 0.005]",Neutral
aooau,0.8468,"[0.1374, 0.8468, 0.0158]",Neutral
ชั่นใส่ปากกา,0.8891,"[0.0928, 0.8891, 0.0181]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
eagles,0.9399,"[0.0401, 0.9399, 0.02]",Neutral
hiring,0.9231,"[0.0601, 0.9231, 0.0168]",Neutral
กองบรรณาธิการ,0.9743,"[0.0154, 0.9743, 0.0103]",Neutral
cards,0.9502,"[0.0348, 0.9502, 0.015]",Neutral
cashback,0.9123,"[0.0636, 0.9123, 0.0241]",Neutral
ศนีร้อน,0.5996,"[0.0491, 0.3513, 0.5996]",Negative
พัดลมติดผนัง,0.8053,"[0.0221, 0.8053, 0.1726]",Neutral
boombox,0.9586,"[0.0346, 0.9586, 0.0068]",Neutral
bluctooth,0.9158,"[0.0625, 0.9158, 0.0217]",Neutral
palpable,0.9019,"[0.0587, 0.9019, 0.0394]",Neutral
speaker,0.9179,"[0.0494, 0.9179, 0.0327]",Neutral
อยากโทรอุย,0.5905,"[0.3984, 0.5905, 0.0112]",Neutral
wordpress,0.9549,"[0.0296, 0.9549, 0.0155]",Neutral
costing,0.893,"[0.0816, 0.893, 0.0254]",Neutral
พร้อมเครื่องมือสร้างเว็บ,0.941,"[0.0464, 0.941, 0.0125]",Neutral
เปิดตัวที่แรก,0.936,"[0.0521, 0.936, 0.0119]",Neutral
มีค,0.9145,"[0.0786, 0.9145, 0.0069]",Neutral
เมย,0.9263,"[0.069, 0.9263, 0.0048]",Neutral
ayutthaya,0.8966,"[0.0869, 0.8966, 0.0165]",Neutral
city,0.9143,"[0.0708, 0.9143, 0.0149]",Neutral
park,0.8965,"[0.0891, 0.8965, 0.0144]",Neutral
california,0.9372,"[0.0431, 0.9372, 0.0197]",Neutral
international,0.9522,"[0.036, 0.9522, 0.0118]",Neutral
marathon,0.9022,"[0.0816, 0.9022, 0.0161]",Neutral
lech,0.8725,"[0.1073, 0.8725, 0.0201]",Neutral
ของใช้สิตว์เลียง,0.9648,"[0.0276, 0.9648, 0.0076]",Neutral
สุดท้าย,0.8845,"[0.0921, 0.8845, 0.0233]",Neutral
top,0.9223,"[0.0629, 0.9223, 0.0148]",Neutral
award,0.9168,"[0.0688, 0.9168, 0.0144]",Neutral
name,0.9298,"[0.0504, 0.9298, 0.0199]",Neutral
business,0.9571,"[0.028, 0.9571, 0.015]",Neutral
management,0.9605,"[0.0244, 0.9605, 0.0151]",Neutral
ฉลอง,0.738,"[0.251, 0.738, 0.011]",Neutral
สาขาในไทย,0.969,"[0.019, 0.969, 0.012]",Neutral
สินค้า,0.9745,"[0.0206, 0.9745, 0.0049]",Neutral
เฟอร์นิเจอร์,0.9633,"[0.0311, 0.9633, 0.0056]",Neutral
จ่ายเบี้ยตามที่ขับ,0.9318,"[0.0456, 0.9318, 0.0226]",Neutral
ประกันธถเปิดปด,0.8951,"[0.0209, 0.8951, 0.084]",Neutral
million,0.9181,"[0.062, 0.9181, 0.0199]",Neutral
people,0.9511,"[0.0346, 0.9511, 0.0143]",Neutral
already,0.9085,"[0.0632, 0.9085, 0.0284]",Neutral
love,0.6068,"[0.3765, 0.6068, 0.0167]",Neutral
specify,0.9566,"[0.0258, 0.9566, 0.0177]",Neutral
premium,0.9412,"[0.0461, 0.9412, 0.0127]",Neutral
nowsthe,0.9022,"[0.0609, 0.9022, 0.0369]",Neutral
time,0.9035,"[0.076, 0.9035, 0.0205]",Neutral
join,0.9283,"[0.0564, 0.9283, 0.0154]",Neutral
tulbraay,0.9214,"[0.0591, 0.9214, 0.0195]",Neutral
english,0.9328,"[0.0458, 0.9328, 0.0213]",Neutral
session,0.9509,"[0.0317, 0.9509, 0.0175]",Neutral
balloon,0.9252,"[0.0587, 0.9252, 0.0161]",Neutral
may,0.905,"[0.0836, 0.905, 0.0114]",Neutral
time,0.9035,"[0.076, 0.9035, 0.0205]",Neutral
chewing,0.8682,"[0.1036, 0.8682, 0.0282]",Neutral
square,0.8941,"[0.0827, 0.8941, 0.0231]",Neutral
centralpattana,0.9427,"[0.052, 0.9427, 0.0053]",Neutral
men,0.9342,"[0.042, 0.9342, 0.0238]",Neutral
woman,0.9176,"[0.0584, 0.9176, 0.024]",Neutral
new,0.9169,"[0.0698, 0.9169, 0.0134]",Neutral
bow,0.8953,"[0.0905, 0.8953, 0.0143]",Neutral
โปรลับ,0.9164,"[0.0364, 0.9164, 0.0472]",Neutral
โบลัดกราม,0.9701,"[0.0251, 0.9701, 0.0047]",Neutral
ย้ายสายงานเปน,0.8693,"[0.0751, 0.8693, 0.0556]",Neutral
จบโม่ตรงสาย,0.8715,"[0.0922, 0.8715, 0.0363]",Neutral
ไมมิประสบการณ์,0.8402,"[0.0535, 0.8402, 0.1063]",Neutral
ก็เป็น,0.9356,"[0.0312, 0.9356, 0.0332]",Neutral
data,0.9451,"[0.036, 0.9451, 0.0189]",Neutral
analyst,0.9581,"[0.0253, 0.9581, 0.0166]",Neutral
bootcamp,0.9574,"[0.0316, 0.9574, 0.0111]",Neutral
data,0.9451,"[0.036, 0.9451, 0.0189]",Neutral
ready,0.897,"[0.0873, 0.897, 0.0157]",Neutral
bootcam,0.9261,"[0.0446, 0.9261, 0.0293]",Neutral
โปรเหมา,0.9265,"[0.0664, 0.9265, 0.0071]",Neutral
ลบรอยสิว,0.7355,"[0.1448, 0.7355, 0.1197]",Neutral
เลเซอร์,0.9413,"[0.0514, 0.9413, 0.0073]",Neutral
คอร์สออนไลน์น่าเรียน,0.6341,"[0.6341, 0.3517, 0.0143]",Positive
โปร,0.9466,"[0.0496, 0.9466, 0.0037]",Neutral
flash,0.9383,"[0.0459, 0.9383, 0.0158]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
สังคมบ้านหรู่,0.8517,"[0.0573, 0.8517, 0.091]",Neutral
บนพื้นทีส่วนกลาdขน้าดไหญ่,0.9021,"[0.0627, 0.9021, 0.0352]",Neutral
chanapruek,0.8766,"[0.1123, 0.8766, 0.0111]",Neutral
โปรนักศึกษา,0.9527,"[0.0416, 0.9527, 0.0057]",Neutral
ธาคาน่ารัก,0.8476,"[0.8476, 0.1319, 0.0204]",Positive
เคุ้มแบบตะโกน,0.7494,"[0.1788, 0.7494, 0.0717]",Neutral
สวยทิ้งที,0.6394,"[0.1964, 0.6394, 0.1643]",Neutral
ต้องสวยไทสุด,0.7708,"[0.1937, 0.7708, 0.0356]",Neutral
รายการ,0.9673,"[0.0215, 0.9673, 0.0113]",Neutral
land,0.8696,"[0.1103, 0.8696, 0.0201]",Neutral
เทมา,0.8451,"[0.1439, 0.8451, 0.011]",Neutral
จัมูกโด่ง,0.8381,"[0.1325, 0.8381, 0.0294]",Neutral
ไม่ต้อง,0.8219,"[0.0775, 0.8219, 0.1006]",Neutral
ผ่าตัด,0.9627,"[0.025, 0.9627, 0.0123]",Neutral
โบลิฟด์กรอบหน้า,0.9692,"[0.025, 0.9692, 0.0058]",Neutral
ล็อคหน้าตึง,0.8882,"[0.0746, 0.8882, 0.0372]",Neutral
ลดรื้วรอย,0.7451,"[0.1648, 0.7451, 0.0901]",Neutral
สุดคุ้ม,0.6082,"[0.6082, 0.3693, 0.0225]",Positive
จองดวน,0.734,"[0.2616, 0.734, 0.0044]",Neutral
softwaretester,0.9287,"[0.0268, 0.9287, 0.0445]",Neutral
ราคา,0.9304,"[0.0644, 0.9304, 0.0052]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
เวียดนาม,0.9426,"[0.0335, 0.9426, 0.0239]",Neutral
set,0.9306,"[0.0624, 0.9306, 0.007]",Neutral
กำสวย,0.5268,"[0.4569, 0.5268, 0.0163]",Neutral
รายการ,0.9673,"[0.0215, 0.9673, 0.0113]",Neutral
huge,0.9197,"[0.0555, 0.9197, 0.0248]",Neutral
ลงลึก,0.9085,"[0.0653, 0.9085, 0.0262]",Neutral
ทุกชินผิว,0.8556,"[0.1201, 0.8556, 0.0242]",Neutral
นิวซีแลนด์,0.9422,"[0.0456, 0.9422, 0.0122]",Neutral
fat,0.8848,"[0.0782, 0.8848, 0.037]",Neutral
fat,0.8848,"[0.0782, 0.8848, 0.037]",Neutral
lifting,0.9162,"[0.0536, 0.9162, 0.0302]",Neutral
รายการ,0.9673,"[0.0215, 0.9673, 0.0113]",Neutral
miracle,0.9084,"[0.0766, 0.9084, 0.0149]",Neutral
also,0.9069,"[0.0644, 0.9069, 0.0287]",Neutral
skilllane,0.9213,"[0.0541, 0.9213, 0.0246]",Neutral
คอร์สสอนฟรี,0.9312,"[0.0579, 0.9312, 0.0109]",Neutral
สอนตั้งแต่การไช้สูตรและฟังก์ชัน,0.9468,"[0.0389, 0.9468, 0.0143]",Neutral
เลือกฉีดโค้,0.9268,"[0.0616, 0.9268, 0.0115]",Neutral
กราม,0.9425,"[0.0488, 0.9425, 0.0087]",Neutral
ทิ้งหมด,0.7086,"[0.0746, 0.7086, 0.2167]",Neutral
hip,0.922,"[0.0615, 0.922, 0.0165]",Neutral
dolphin,0.9376,"[0.0447, 0.9376, 0.0177]",Neutral
along,0.8884,"[0.0918, 0.8884, 0.0198]",Neutral
คอร์ส,0.9572,"[0.0387, 0.9572, 0.004]",Neutral
bank,0.95,"[0.0328, 0.95, 0.0172]",Neutral
ที่แอป,0.9539,"[0.0389, 0.9539, 0.0072]",Neutral
samson,0.9244,"[0.0568, 0.9244, 0.0187]",Neutral
shop,0.9414,"[0.0477, 0.9414, 0.0109]",Neutral
galaxy,0.9117,"[0.0746, 0.9117, 0.0137]",Neutral
ultra,0.929,"[0.055, 0.929, 0.016]",Neutral
ergotin,0.903,"[0.0738, 0.903, 0.0232]",Neutral
เริมต้น,0.9204,"[0.0563, 0.9204, 0.0234]",Neutral
โปรเดียว,0.9201,"[0.0723, 0.9201, 0.0076]",Neutral
หน้าเรียวพุ่ง,0.6395,"[0.6395, 0.3052, 0.0553]",Positive
ราศา,0.9511,"[0.0439, 0.9511, 0.005]",Neutral
ราคา,0.9304,"[0.0644, 0.9304, 0.0052]",Neutral
origin,0.9564,"[0.025, 0.9564, 0.0186]",Neutral
ลดแก็มเทนียง,0.6382,"[0.0288, 0.6382, 0.333]",Neutral
acre,0.9446,"[0.044, 0.9446, 0.0114]",Neutral
ของแก้,0.9537,"[0.0292, 0.9537, 0.0171]",Neutral
ทร้อบ,0.8718,"[0.1122, 0.8718, 0.016]",Neutral
สูงสุถ,0.7203,"[0.2366, 0.7203, 0.0431]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
galaxy,0.9117,"[0.0746, 0.9117, 0.0137]",Neutral
ultra,0.929,"[0.055, 0.929, 0.016]",Neutral
seen,0.9254,"[0.0568, 0.9254, 0.0178]",Neutral
summersale,0.9125,"[0.0771, 0.9125, 0.0104]",Neutral
free,0.9104,"[0.0635, 0.9104, 0.0261]",Neutral
summersale,0.9125,"[0.0771, 0.9125, 0.0104]",Neutral
unto,0.8643,"[0.1139, 0.8643, 0.0217]",Neutral
free,0.9104,"[0.0635, 0.9104, 0.0261]",Neutral
six,0.9349,"[0.041, 0.9349, 0.0241]",Neutral
pat,0.8892,"[0.096, 0.8892, 0.0148]",Neutral
เมือสะสมยอถ,0.9099,"[0.0709, 0.9099, 0.0192]",Neutral
แฮตผิวดาธา,0.8618,"[0.1236, 0.8618, 0.0146]",Neutral
rico,0.8874,"[0.0896, 0.8874, 0.023]",Neutral
laser,0.9422,"[0.0446, 0.9422, 0.0132]",Neutral
วuvelook,0.8427,"[0.1273, 0.8427, 0.03]",Neutral
ice,0.8858,"[0.0948, 0.8858, 0.0194]",Neutral
vitamin,0.9474,"[0.0445, 0.9474, 0.0081]",Neutral
hello,0.848,"[0.1339, 0.848, 0.0181]",Neutral
รับเครืองที่สาขา,0.9645,"[0.0324, 0.9645, 0.0031]",Neutral
inside,0.9413,"[0.0377, 0.9413, 0.021]",Neutral
service,0.9346,"[0.0433, 0.9346, 0.0221]",Neutral
สินค้าไหม่,0.9822,"[0.0147, 0.9822, 0.0031]",Neutral
แก้ปญหา,0.6443,"[0.0461, 0.6443, 0.3097]",Neutral
ทักแซท,0.9491,"[0.0474, 0.9491, 0.0035]",Neutral
รับประกัน,0.7238,"[0.2451, 0.7238, 0.0311]",Neutral
ตอบไว,0.6726,"[0.6726, 0.3027, 0.0247]",Positive
พี่เป่า,0.9061,"[0.0898, 0.9061, 0.0042]",Neutral
การันติผลเทส,0.9521,"[0.0367, 0.9521, 0.0112]",Neutral
อยากชนะต้องพิชิต,0.8059,"[0.1514, 0.8059, 0.0427]",Neutral
แลกรับเครถิถ,0.8359,"[0.1512, 0.8359, 0.0129]",Neutral
sub,0.9568,"[0.0309, 0.9568, 0.0124]",Neutral
เงินคินสูงสุถ,0.7241,"[0.1729, 0.7241, 0.103]",Neutral
กุกวัน,0.8876,"[0.1068, 0.8876, 0.0057]",Neutral
gummersale,0.937,"[0.0488, 0.937, 0.0142]",Neutral
free,0.9104,"[0.0635, 0.9104, 0.0261]",Neutral
poly,0.9427,"[0.0375, 0.9427, 0.0198]",Neutral
bag,0.9205,"[0.0651, 0.9205, 0.0143]",Neutral
ชื้อสินค้าครบ,0.9158,"[0.0748, 0.9158, 0.0094]",Neutral
บาทขึ้นไป,0.9311,"[0.0538, 0.9311, 0.015]",Neutral
nerve,0.8968,"[0.0808, 0.8968, 0.0224]",Neutral
vera,0.9129,"[0.0722, 0.9129, 0.0149]",Neutral
โปรสวยสะท้าน,0.7104,"[0.2777, 0.7104, 0.0118]",Neutral
see,0.8777,"[0.1037, 0.8777, 0.0185]",Neutral
เหมารายการ,0.9129,"[0.0721, 0.9129, 0.015]",Neutral
ปกติ,0.8979,"[0.044, 0.8979, 0.0581]",Neutral
โบทนายง,0.8944,"[0.0986, 0.8944, 0.007]",Neutral
official,0.9554,"[0.0347, 0.9554, 0.0099]",Neutral
store,0.9483,"[0.0352, 0.9483, 0.0165]",Neutral
galaxy,0.9117,"[0.0746, 0.9117, 0.0137]",Neutral
จ่ายบิลดีแทค,0.8473,"[0.0465, 0.8473, 0.1061]",Neutral
ด้วยทรูมันนี,0.9458,"[0.0469, 0.9458, 0.0073]",Neutral
ครังแรก,0.8318,"[0.1578, 0.8318, 0.0104]",Neutral
รับเงินคืนท้นที,0.8383,"[0.1275, 0.8383, 0.0342]",Neutral
galaxy,0.9117,"[0.0746, 0.9117, 0.0137]",Neutral
series,0.9528,"[0.0367, 0.9528, 0.0105]",Neutral
เป็นเจ้าของได้ง่ายๆ,0.8542,"[0.1321, 0.8542, 0.0137]",Neutral
เพียงเดือนละ,0.8915,"[0.0817, 0.8915, 0.0268]",Neutral
พ่อน,0.8667,"[0.1246, 0.8667, 0.0087]",Neutral
ดาวน,0.9008,"[0.0949, 0.9008, 0.0043]",Neutral
sad,0.6491,"[0.0361, 0.6491, 0.3148]",Neutral
solid,0.9343,"[0.0479, 0.9343, 0.0178]",Neutral
state,0.9504,"[0.0352, 0.9504, 0.0144]",Neutral
drive,0.9301,"[0.0542, 0.9301, 0.0157]",Neutral
type,0.9276,"[0.0583, 0.9276, 0.0141]",Neutral
แก้ถ้วยตัวเอน,0.9172,"[0.0263, 0.9172, 0.0565]",Neutral
โรคกวนใจ,0.8322,"[0.0317, 0.8322, 0.1361]",Neutral
open,0.9517,"[0.0351, 0.9517, 0.0132]",Neutral
ultra,0.929,"[0.055, 0.929, 0.016]",Neutral
high,0.9203,"[0.0555, 0.9203, 0.0241]",Neutral
speed,0.9267,"[0.0568, 0.9267, 0.0164]",Neutral
kitchen,0.8801,"[0.0897, 0.8801, 0.0302]",Neutral
floor,0.8576,"[0.1149, 0.8576, 0.0276]",Neutral
mat,0.9264,"[0.0589, 0.9264, 0.0147]",Neutral
duty,0.9231,"[0.0574, 0.9231, 0.0195]",Neutral
free,0.9104,"[0.0635, 0.9104, 0.0261]",Neutral
original,0.9414,"[0.04, 0.9414, 0.0186]",Neutral
store,0.9483,"[0.0352, 0.9483, 0.0165]",Neutral
touch,0.8991,"[0.0834, 0.8991, 0.0176]",Neutral
old,0.9146,"[0.0567, 0.9146, 0.0287]",Neutral
cod,0.9579,"[0.0269, 0.9579, 0.0152]",Neutral
รถขาไกสำหรับด็ก,0.9493,"[0.0437, 0.9493, 0.007]",Neutral
pock,0.8986,"[0.0733, 0.8986, 0.0281]",Neutral
pro,0.936,"[0.0534, 0.936, 0.0106]",Neutral
รับฟรี,0.813,"[0.1766, 0.813, 0.0104]",Neutral
ชิ้น,0.9417,"[0.0508, 0.9417, 0.0075]",Neutral
แจ้งของแถมทางแซก,0.9775,"[0.0169, 0.9775, 0.0056]",Neutral
gibb,0.8993,"[0.0796, 0.8993, 0.0211]",Neutral
สิบเอ็ดความจุสามารถเลือกได้,0.9119,"[0.0802, 0.9119, 0.0079]",Neutral
post,0.9393,"[0.0458, 0.9393, 0.0149]",Neutral
serum,0.9408,"[0.0466, 0.9408, 0.0126]",Neutral
พริดาเบน,0.9409,"[0.0515, 0.9409, 0.0076]",Neutral
pale,0.8686,"[0.1133, 0.8686, 0.0181]",Neutral
original,0.9414,"[0.04, 0.9414, 0.0186]",Neutral
pale,0.8686,"[0.1133, 0.8686, 0.0181]",Neutral
game,0.9253,"[0.0517, 0.9253, 0.023]",Neutral
sad,0.6491,"[0.0361, 0.6491, 0.3148]",Neutral
support,0.9562,"[0.0309, 0.9562, 0.0129]",Neutral
replace,0.9391,"[0.0437, 0.9391, 0.0172]",Neutral
new,0.9169,"[0.0698, 0.9169, 0.0134]",Neutral
year,0.9247,"[0.0582, 0.9247, 0.0171]",Neutral
stock,0.9518,"[0.0319, 0.9518, 0.0164]",Neutral
hour,0.9136,"[0.0746, 0.9136, 0.0118]",Neutral
shipping,0.9071,"[0.0584, 0.9071, 0.0345]",Neutral
plus,0.9347,"[0.0557, 0.9347, 0.0096]",Neutral
andros,0.8911,"[0.0902, 0.8911, 0.0187]",Neutral
lip,0.8933,"[0.0826, 0.8933, 0.0241]",Neutral
smart,0.937,"[0.0489, 0.937, 0.0141]",Neutral
protector,0.9523,"[0.0255, 0.9523, 0.0222]",Neutral
ฝีมือประณีด,0.5581,"[0.3786, 0.5581, 0.0633]",Neutral
เข็มขัดผู้ชาย,0.9575,"[0.0352, 0.9575, 0.0073]",Neutral
multiple,0.9475,"[0.0393, 0.9475, 0.0133]",Neutral
usage,0.9502,"[0.037, 0.9502, 0.0127]",Neutral
free,0.9104,"[0.0635, 0.9104, 0.0261]",Neutral
shipping,0.9071,"[0.0584, 0.9071, 0.0345]",Neutral
founder,0.9455,"[0.0322, 0.9455, 0.0223]",Neutral
cod,0.9579,"[0.0269, 0.9579, 0.0152]",Neutral
mainญ,0.8859,"[0.0981, 0.8859, 0.016]",Neutral
สำหรับทุกสภาพผิว,0.8444,"[0.1428, 0.8444, 0.0128]",Neutral
zero,0.9328,"[0.0482, 0.9328, 0.019]",Neutral
สุดคุ้ม,0.6082,"[0.6082, 0.3693, 0.0225]",Positive
gift,0.9338,"[0.0544, 0.9338, 0.0118]",Neutral
แข็งแรง,0.7321,"[0.2542, 0.7321, 0.0138]",Neutral
เหนียว,0.8226,"[0.0259, 0.1515, 0.8226]",Negative
sharp,0.9333,"[0.0489, 0.9333, 0.0178]",Neutral
spot,0.9369,"[0.0478, 0.9369, 0.0153]",Neutral
ของแท้,0.9433,"[0.0429, 0.9433, 0.0138]",Neutral
รับจากบริษัท,0.9607,"[0.0297, 0.9607, 0.0096]",Neutral
โดยตรง,0.9581,"[0.0295, 0.9581, 0.0124]",Neutral
ของล็อตไหม่,0.9806,"[0.0122, 0.9806, 0.0072]",Neutral
little,0.9162,"[0.0651, 0.9162, 0.0187]",Neutral
size,0.9461,"[0.0472, 0.9461, 0.0067]",Neutral
xiaomi,0.8282,"[0.1222, 0.8282, 0.0496]",Neutral
pro,0.936,"[0.0534, 0.936, 0.0106]",Neutral
gentle,0.9198,"[0.0635, 0.9198, 0.0166]",Neutral
color,0.9241,"[0.059, 0.9241, 0.017]",Neutral
ร้านใหญ่ทีสุด,0.6372,"[0.6372, 0.3467, 0.0161]",Positive
ก้านไม้กวาด,0.9591,"[0.0315, 0.9591, 0.0094]",Neutral
มัดละ,0.9383,"[0.0498, 0.9383, 0.0119]",Neutral
วกก,0.79,"[0.1873, 0.79, 0.0227]",Neutral
เซอใหญ่,0.8867,"[0.0953, 0.8867, 0.018]",Neutral
smart,0.937,"[0.0489, 0.937, 0.0141]",Neutral
drsomchal,0.941,"[0.0493, 0.941, 0.0097]",Neutral
ราคานี้,0.8671,"[0.1194, 0.8671, 0.0135]",Neutral
ของผลิตใหม่๑,0.9718,"[0.0143, 0.9718, 0.0139]",Neutral
ความจุ,0.9484,"[0.0425, 0.9484, 0.009]",Neutral
ลิตร,0.9537,"[0.0385, 0.9537, 0.0078]",Neutral
minor,0.9454,"[0.041, 0.9454, 0.0136]",Neutral
display,0.9204,"[0.0582, 0.9204, 0.0215]",Neutral
hazard,0.8947,"[0.0682, 0.8947, 0.0371]",Neutral
เซลใหญ่,0.9394,"[0.0545, 0.9394, 0.0061]",Neutral
วันเกิดลาชาด้า,0.8482,"[0.1458, 0.8482, 0.006]",Neutral
pay,0.9377,"[0.0411, 0.9377, 0.0212]",Neutral
day,0.8867,"[0.1008, 0.8867, 0.0125]",Neutral
ลดเพิมสูงสูด,0.7837,"[0.071, 0.7837, 0.1453]",Neutral
โปรคลายร้อน,0.8339,"[0.1559, 0.8339, 0.0102]",Neutral
สบายกระเป๋า,0.523,"[0.4034, 0.523, 0.0736]",Neutral
รุ่มโหม่,0.8432,"[0.1355, 0.8432, 0.0213]",Neutral
ดีลเด็ด,0.7362,"[0.2477, 0.7362, 0.0161]",Neutral
จัดสงภายใน,0.8178,"[0.1766, 0.8178, 0.0056]",Neutral
day,0.8867,"[0.1008, 0.8867, 0.0125]",Neutral
รับฟรี,0.813,"[0.1766, 0.813, 0.0104]",Neutral
ของขวัญ,0.9106,"[0.0837, 0.9106, 0.0057]",Neutral
charming,0.9255,"[0.0553, 0.9255, 0.0192]",Neutral
march,0.9237,"[0.0645, 0.9237, 0.0118]",Neutral
คู่กันแล้วดีดีลพิเศษที่ต้องมี,0.6195,"[0.6195, 0.3625, 0.018]",Positive
ของรางวัล,0.9356,"[0.0591, 0.9356, 0.0053]",Neutral
top,0.9223,"[0.0629, 0.9223, 0.0148]",Neutral
สดพิเศษ,0.9431,"[0.0515, 0.9431, 0.0054]",Neutral
อากเรา,0.8731,"[0.119, 0.8731, 0.0079]",Neutral
เซลใหญ่,0.9394,"[0.0545, 0.9394, 0.0061]",Neutral
ทุ่ม,0.9363,"[0.0509, 0.9363, 0.0128]",Neutral
วันเกิดลาชาค้า,0.7909,"[0.2032, 0.7909, 0.0059]",Neutral
มีค,0.9145,"[0.0786, 0.9145, 0.0069]",Neutral
birthday,0.8699,"[0.1161, 0.8699, 0.014]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
birthday,0.8699,"[0.1161, 0.8699, 0.014]",Neutral
